Name,Website,Phone,Address,City,State,PostalCode,Rating,Reviews,Categories,Email,Source,Query,Apollo,Revenue,Employees,Keywords,LinkedIn,Facebook,Twitter,Hours,Description,SocialProfiles
LIME Painting,http://www.limepainting.com,,,Greenwood Village,Colorado,,,,,,apollo,"painting company, painting service - Colorado",https://app.apollo.io/#/organizations/5ed1e7983b3bf900017b9fe2?overrideScoreId=score,,,,http://www.linkedin.com/company/limepainting,https://facebook.com/getlimed,https://twitter.com/lime_painting,,,
Rapid City Painting Company,http://www.rapidcitypaintingpros.com,,,Rapid City,South Dakota,,,,,,apollo,"painting company, painting service - South Dakota",https://app.apollo.io/#/organizations/6550f7c05e86d700010cc48f?overrideScoreId=score,,,painting company,http://www.linkedin.com/company/rapid-city-painting-company,,,,,
Bozeman Painting Company,http://www.bozemanhousepainter.com,,,Bozeman,Montana,,,,,,apollo,"painting company, painting service - Montana",https://app.apollo.io/#/organizations/667950b3ee458f0001dbeb7e?overrideScoreId=score,,,residential & commercial painting company,http://www.linkedin.com/company/bozeman-painting-company,https://www.facebook.com/Bozeman-Painting-Company-108652878217496,,,,
Pound Ridge Painting Company,http://www.poundridgepainting.com,,,Pound Ridge,New York,,,,,,apollo,"painting company, painting service - New York",https://app.apollo.io/#/organizations/5fcaf532e342470001a49f5c?overrideScoreId=score,,,painting company,http://www.linkedin.com/company/pound-ridge-painting-company,https://www.facebook.com/poundridgepaintingco,https://twitter.com/poundridgeptco,,,
Affinity Painting Company Inc.,http://www.affinity-painting.com,,,Covina,California,,,,,,apollo,"painting company, painting service - California",https://app.apollo.io/#/organizations/5da7015581f1650001b1c11f?overrideScoreId=score,2.2M,,commercial+78,http://www.linkedin.com/company/affinity-painting-company-inc.,https://facebook.com/affinitypainting,https://twitter.com/AffinityPaints,,,
Metro-Multi Construction & Remodeling,http://www.metromulticonstruction.com,,,Troy,Michigan,,,,,,apollo,"painting company, painting service - Michigan",https://app.apollo.io/#/organizations/65b93cfe5efc3601c6b06c29?overrideScoreId=score,,,construction+61,http://www.linkedin.com/company/metro-multi-construction-remodeling,,,,,
Missoula Painting Company,http://www.missoulahousepainter.com,,,Missoula,Montana,,,,,,apollo,"painting company, painting service - Montana",https://app.apollo.io/#/organizations/666e9c2c468c780001b84fd9?overrideScoreId=score,,,painting company,http://www.linkedin.com/company/missoula-painting-company,https://www.facebook.com/MissoulaPaintingCompanyy/,,,,
Painting Services By Steve,http://www.paintingservicesbysteve.com,,,Katy,Texas,,,,,,apollo,"painting company, painting service - Texas",https://app.apollo.io/#/organizations/54a13b1569702de5b3a14601?overrideScoreId=score,1.8M,,painting company+13,http://www.linkedin.com/company/painting-services-by-steve,https://facebook.com/PaintingServicesBySteve,https://twitter.com/PaintingbySteve,,,
Ogden Painting Company,http://www.ogdenpaintingpros.com,,,Ogden,Utah,,,,,,apollo,"painting company, painting service - Utah",https://app.apollo.io/#/organizations/66f659bcbdb34f0001951a7f?overrideScoreId=score,,,painting company,http://www.linkedin.com/company/ogden-painting-company,,,,,
Elk Horn Painting,http://www.elkhornpainting.com,,,Castle Rock,Colorado,,,,,,apollo,"painting company, painting service - Colorado",https://app.apollo.io/#/organizations/5e5696bb34bf3400011688b2?overrideScoreId=score,,,painting+58,http://www.linkedin.com/company/elk-horn-painting,https://www.facebook.com/Elk-Horn-Painting-LLC-523380701184142/,,,,
Burge Painting Company,http://www.burgepainting.com,,,Lansdale,Pennsylvania,,,,,,apollo,"painting company, painting service - Pennsylvania",https://app.apollo.io/#/organizations/5b84c3ddf874f74a1abe68ea?overrideScoreId=score,,,commercial painting+30,http://www.linkedin.com/company/burge-painting-company,https://facebook.com/burgepainting,,,,
E. Caligari & Son,http://www.ecaligariandson.com,,,Norfolk,Virginia,,,,,,apollo,"painting company, painting service - Virginia",https://app.apollo.io/#/organizations/5d32b11af65125072c9d5f01?overrideScoreId=score,18M,,,http://www.linkedin.com/company/e-caligari-son-inc,,,,,
The Painting Company,http://www.thepaintingcompany.com,,,Plain City,Ohio,,,,,,apollo,"painting company, painting service - Ohio",https://app.apollo.io/#/organizations/5e57a7c30c206a00016cdc51?overrideScoreId=score,,,commercial painting+63,http://www.linkedin.com/company/thepaintingcompany,https://facebook.com/ThePaintingCompany.Asman/,,,,
The Painting Company,http://www.gopaintingcompany.com,,,Bellevue,Nebraska,,,,,,apollo,"painting company, painting service - Nebraska",https://app.apollo.io/#/organizations/5e56b2f652e7ad0001f55c3b?overrideScoreId=score,,,surface repair+103,http://www.linkedin.com/company/the-painting-company-omaha,https://www.facebook.com/gopaintingcompany,https://twitter.com/gopaintingco,,,
Dutch Hill Painting Company,http://www.dutchhillpainting.com,,,Bloomsburg,Pennsylvania,,,,,,apollo,"painting company, painting service - Pennsylvania",https://app.apollo.io/#/organizations/61ec2fe5ad92600001819899?overrideScoreId=score,,,residential painting+55,http://www.linkedin.com/company/dutch-hill-painting-company,,,,,
"Impressions Painting Company, Inc.",http://www.impressionspaintingcompany.com,,,Impressions Painting Company,Inc.,,,,,,apollo,"painting company, painting service - Inc.",https://app.apollo.io/#/organizations/54a1391269702de5b37e0b00?overrideScoreId=score,,,interior painting+5,http://www.linkedin.com/company/impressions-painting-company-inc.,,,,,
PPD Painting,http://www.ppdpainting.com,,,Bellwood,Illinois,,,,,,apollo,"painting company, painting service - Illinois",https://app.apollo.io/#/organizations/54a1b93d7468694f8fbf6e0b?overrideScoreId=score,2.6M,,,http://www.linkedin.com/company/precision-painting-&-decorating-llc-,https://www.facebook.com/PrecisionPaintingDecorating,https://twitter.com/PPDPainting1,,,
York Services LLC (Painting Contractor),http://www.naplesfloridapainters.com,,,Fort Myers,Florida,,,,,,apollo,"painting company, painting service - Florida",https://app.apollo.io/#/organizations/54a13adc69702dac84991b01?overrideScoreId=score,,,,http://www.linkedin.com/company/york-services-llc,,,,,
Smile-A-Mile Painting,http://www.smileamilepainting.com,,,Kennewick,Washington,,,,,,apollo,"painting company, painting service - Washington",https://app.apollo.io/#/organizations/5e57a7be7e83710001e0f38c?overrideScoreId=score,,,paintinginterior+68,http://www.linkedin.com/company/smile-a-mile-painting,https://facebook.com/pages/Smile-A-Mile-Painting/214270765288169,,,,
Pro Painter USA,http://www.propainterusa.com,,,Milwaukee,Wisconsin,,,,,,apollo,"painting company, painting service - Wisconsin",https://app.apollo.io/#/organizations/650a98293ff3c200bc736772?overrideScoreId=score,,,,http://www.linkedin.com/company/pro-painter-usa,https://www.facebook.com/propaintermke,,,,
Richland Painting Company,http://www.richlandpainting.com,,,Richland,Washington,,,,,,apollo,"painting company, painting service - Washington",https://app.apollo.io/#/organizations/66e91c07752645000180a407?overrideScoreId=score,,,painting company,http://www.linkedin.com/company/richland-painting-company,,,,,
Medford Painting Company,http://www.medfordpaintingpros.com,,,Medford,Oregon,,,,,,apollo,"painting company, painting service - Oregon",https://app.apollo.io/#/organizations/674aceea37cb7e00018739c3?overrideScoreId=score,,,painting company,http://www.linkedin.com/company/medford-painting-company,,,,,
Great Falls Painting Company,http://www.greatfallspaintingcompany.com,,,Great Falls,Montana,,,,,,apollo,"painting company, painting service - Montana",https://app.apollo.io/#/organizations/667be2af56655c00010b8b09?overrideScoreId=score,,,painting company,http://www.linkedin.com/company/great-falls-painting-company,https://www.facebook.com/Great-Falls-Painting-Company-105218548586819,,,,
Majestic Painting Company Inc.,http://www.majesticpainting.net,,,Aurora,Colorado,,,,,,apollo,"painting company, painting service - Colorado",https://app.apollo.io/#/organizations/5da27da4a2de8e0001a7038c?overrideScoreId=score,,,custom color schemes+45,http://www.linkedin.com/company/majestic-painting-company-inc,https://www.facebook.com/majesticpaintingcompany,,,,
G & I Painting and Renovations LLC,http://www.gandipainting.com,,,Sterling Heights,Michigan,,,,,,apollo,"painting company, painting service - Michigan",https://app.apollo.io/#/organizations/61ec91be0154d10001111c69?overrideScoreId=score,,,reliable service+60,http://www.linkedin.com/company/g-i-painting-and-renovations-llc,https://facebook.com/GI-Painting-and-Renovations-LLC-110192877430265,,,,
Alpine Painting,http://www.alpinepaintingcompany.com,,,Ann Arbor,Michigan,,,,,,apollo,"painting company, painting service - Michigan",https://app.apollo.io/#/organizations/655abd1c99780d00019ae17c?overrideScoreId=score,,,house painting+27,http://www.linkedin.com/company/alpine-painting,https://www.facebook.com/alpinepaintingllc,,,,
MacKenzie Painting Company,http://www.mackenziepaintingco.com,,,Stratford,Connecticut,,,,,,apollo,"painting company, painting service - Connecticut",https://app.apollo.io/#/organizations/5fca04f7be1c6100014ef215?overrideScoreId=score,,,painting+19,http://www.linkedin.com/company/mackenziepaintingco,,,,,
Midway Painting Company,http://www.midwaypaintingcompany.com,,,Midway,Utah,,,,,,apollo,"painting company, painting service - Utah",https://app.apollo.io/#/organizations/6437c6510822f100a300cf04?overrideScoreId=score,,,roman clay+49,http://www.linkedin.com/company/midway-painting-company,https://facebook.com/midwaypaintingcompany,,,,
Nashville Painting Company,http://www.nashvillepaintingcompany.com,,,Crossville,Tennessee,,,,,,apollo,"painting company, painting service - Tennessee",https://app.apollo.io/#/organizations/5fc8d824d510e800017c9d29?overrideScoreId=score,,,residential painting+41,http://www.linkedin.com/company/nashville-painting-company,https://www.facebook.com/Nashvillepaintingcompany/,,,,
"J & J Custom Painting Company, LLC - Las Vegas, NV",http://www.j-jcustompainting.com,,,Las Vegas,Nevada,,,,,,apollo,"painting company, painting service - Nevada",https://app.apollo.io/#/organizations/656bef002a857200a3f4ca3a?overrideScoreId=score,,,interior painting+41,http://www.linkedin.com/company/j-j-custom-painting-company-llc-las-vegas-nv,,,,,
Tri Cities Painting Company,http://www.eastgateorthodontics.com,,,Kennewick,Washington,,,,,,apollo,"painting company, painting service - Washington",https://app.apollo.io/#/organizations/6375ed9b997fce000197037e?overrideScoreId=score,328K,,painting company,http://www.linkedin.com/company/tri-cities-painting-company,https://facebook.com/pages/Boracay-SandCastles-The-Apartments/231220783626177,https://twitter.com/sandcastlesapts,,,
"Mid South Painting, Inc.",http://www.midsouthpaintinginc.com,,,Mid South Painting,Inc.,,,,,,apollo,"painting company, painting service - Inc.",https://app.apollo.io/#/organizations/61ec11b554407500016c794f?overrideScoreId=score,,,commercial painting+52,http://www.linkedin.com/company/midsouthpainting,,,,,
Nevada Painting Company,http://www.nevadapaintingcompany.com,,,Las Vegas,Nevada,,,,,,apollo,"painting company, painting service - Nevada",https://app.apollo.io/#/organizations/5a9dc699a6da98d96640d71d?overrideScoreId=score,14.0M,,painting contractor+54,http://www.linkedin.com/company/nevada-painting-company,https://facebook.com/lasvegaspainters,,,,
Leach Painting Company,http://www.jleachpainting.com,,,Fenton,Missouri,,,,,,apollo,"painting company, painting service - Missouri",https://app.apollo.io/#/organizations/55f4e202f3e5bb16680031cb?overrideScoreId=score,17.2M,,wallcovering+47,http://www.linkedin.com/company/leach-painting-company,https://facebook.com/leach-painting-company-109238059149233,,,,
Finaltone Painting Company,http://www.finaltonepainting.com,,,Maple Grove,Minnesota,,,,,,apollo,"painting company, painting service - Minnesota",https://app.apollo.io/#/organizations/654896fe1dd39700017702db?overrideScoreId=score,,,commercial+98,http://www.linkedin.com/company/finaltone,https://www.facebook.com/finaltonepainting,,,,
Adams Painting Company,http://www.adamspaintnc.com,,,Wake Forest,North Carolina,,,,,,apollo,"painting company, painting service - North Carolina",https://app.apollo.io/#/organizations/67158268d5282c00018341af?overrideScoreId=score,,,,http://www.linkedin.com/company/adams-painting-company-llc,,,,,
Foothills Painting LLC,http://www.foothillspainting.co,,,Fort Collins,Colorado,,,,,,apollo,"painting company, painting service - Colorado",https://app.apollo.io/#/organizations/5d0a85b5f65125346a4e42ef?overrideScoreId=score,,,interior painting+53,http://www.linkedin.com/company/foothills-painting-llc,https://facebook.com/tr,https://twitter.com/fcpainters,,,
"Evergreen Painting Co., Inc.",http://www.evergreenpaintingco.com,,,Eugene,Oregon,,,,,,apollo,"painting company, painting service - Oregon",https://app.apollo.io/#/organizations/664d838f0d7dc80001f8c4d9?overrideScoreId=score,,,commercial painting+69,http://www.linkedin.com/company/evergreen-painting-co-inc,,,,,
"Hursh Painting Co., Inc.",http://www.hurshpainting.com,,,Hanover,Pennsylvania,,,,,,apollo,"painting company, painting service - Pennsylvania",https://app.apollo.io/#/organizations/6391f533e83992000107bd37?overrideScoreId=score,20.2M,,residential painting+65,http://www.linkedin.com/company/hursh-painting-co-inc,https://www.facebook.com/people/Hursh-Painting-Co-Inc/100057573815023/,,,,
Bond Construction Inc.,http://www.bondconstructionnyc.com,,,New York,New York,,,,,,apollo,"painting company, painting service - New York",https://app.apollo.io/#/organizations/54fca4237369647f94742400?overrideScoreId=score,6.4M,,home renovations nyc+11,http://www.linkedin.com/company/bond-construction-inc-,https://facebook.com/bondconstruction,https://twitter.com/BondConstNYC,,,
365 Renovations,http://www.365renovations.com,,,West Chester,Ohio,,,,,,apollo,"painting company, painting service - Ohio",https://app.apollo.io/#/organizations/55f7954af3e5bb095d001303?overrideScoreId=score,23.5M,,exterior painting+77,http://www.linkedin.com/company/365-renovations,https://facebook.com/pages/365-Renovations/1414247105491552,,,,
Paintco Painters,http://www.paintcopainters.com,,,Greenwood,Indiana,,,,,,apollo,"painting company, painting service - Indiana",https://app.apollo.io/#/organizations/5a9e3d59a6da98d98c6c8bc7?overrideScoreId=score,,,commercial painting+71,http://www.linkedin.com/company/paintcopainters,https://facebook.com/1113443792160401,https://twitter.com/paintcopainters,,,
Superior Painting Company,http://www.superiorpainters.com,,,Red Oak,Texas,,,,,,apollo,"painting company, painting service - Texas",https://app.apollo.io/#/organizations/55f9384ff3e5bb22820024bb?overrideScoreId=score,,,residential painters+52,http://www.linkedin.com/company/superior-painting-company,https://www.facebook.com/superiorpaintingcompany,https://twitter.com/gregpelt,,,
Mike's Quality Painting,http://www.mikesqualitypainting.com,,,Albuquerque,New Mexico,,,,,,apollo,"painting company, painting service - New Mexico",https://app.apollo.io/#/organizations/5500afb27369642da1440600?overrideScoreId=score,3.2M,,interior painting+51,http://www.linkedin.com/company/mike's-quality-painting,https://www.facebook.com/MikesQualityPainting/,https://twitter.com/MQPABQ,,,
SMS Painting,http://www.smspaintingllc.com,,,Bridgeport,Connecticut,,,,,,apollo,"painting company, painting service - Connecticut",https://app.apollo.io/#/organizations/559222cb7369641908728b00?overrideScoreId=score,,,,http://www.linkedin.com/company/sms-painting,,,,,
Flora Brothers Painting,http://www.florabrotherspainting.com,,,Indianapolis,Indiana,,,,,,apollo,"painting company, painting service - Indiana",https://app.apollo.io/#/organizations/5ed4e336b6725f00019afe7f?overrideScoreId=score,21.3M,,custom home painting+52,http://www.linkedin.com/company/flora-brothers-painting,https://facebook.com/pages/Flora-Brothers-Painting/207886422568444,,,,
Heiler Painting,http://www.heilerpainting.com,,,Media,Pennsylvania,,,,,,apollo,"painting company, painting service - Pennsylvania",https://app.apollo.io/#/organizations/5ef45bdd33527e0184a69242?overrideScoreId=score,,,,http://www.linkedin.com/company/heiler-painting,,,,,
"Matthews'​ Painting Company, LLC",http://www.matthewspainting.com,,,Leesburg,Indiana,,,,,,apollo,"painting company, painting service - Indiana",https://app.apollo.io/#/organizations/54a1279069702d979cf79000?overrideScoreId=score,48.2M,,deck staining+49,http://www.linkedin.com/company/matthews'-painting-company-llc,https://www.facebook.com/matthewspaintingcompany,https://twitter.com/Mathewspainting,,,
"Paintegrity, LLC",http://www.paintegrityllc.com,,,Pflugerville,Texas,,,,,,apollo,"painting company, painting service - Texas",https://app.apollo.io/#/organizations/5b1339f0a6da98dcf025de90?overrideScoreId=score,,,interior painting+45,http://www.linkedin.com/company/paintegrity-llc,,,,,
Phoenix Painting Company,http://www.phoenixpaintingco.com,,,Fort Lauderdale,Florida,,,,,,apollo,"painting company, painting service - Florida",https://app.apollo.io/#/organizations/55920bd1736964185f563800?overrideScoreId=score,31.7M,,wallcovering+5,http://www.linkedin.com/company/phoenix-painting-company,,,,,
Kennedy Painting LLC,http://www.stlouishousepainting.com,,,St. Louis,Missouri,,,,,,apollo,"painting company, painting service - Missouri",https://app.apollo.io/#/organizations/54a1b4e474686954757caf09?overrideScoreId=score,15.2M,,,http://www.linkedin.com/company/kennedy-painting-llc,https://www.facebook.com/KennedyPaintingLLC,https://twitter.com/kennedypaintstl,,,
Northwest Residential & Commercial Painting Company,http://www.nwpaintingcompany.com,,,Seattle,Washington,,,,,,apollo,"painting company, painting service - Washington",https://app.apollo.io/#/organizations/54a1b6ef7468695c827f2b0a?overrideScoreId=score,,,,http://www.linkedin.com/company/northwest-residential-&-commercial-painting-company,https://www.facebook.com/nwrcpllc/,https://twitter.com/nwrcpllc,,,
painting contractor,http://www.wellspaintservice.com,,,Kiowa,Kansas,,,,,,apollo,"painting company, painting service - Kansas",https://app.apollo.io/#/organizations/56d978fff3e5bb731d002ade?overrideScoreId=score,,,painting contractor,http://www.linkedin.com/company/painting-contractor,,,,,
Murray Painting Company,http://www.murraypainting.net,,,Freeland,Michigan,,,,,,apollo,"painting company, painting service - Michigan",https://app.apollo.io/#/organizations/5e568249942f6500014685b1?overrideScoreId=score,,,vapor blasting+60,http://www.linkedin.com/company/murray-painting-co,https://www.facebook.com/100075713486785,,,,
MPG Painting,http://www.mpgpainting.net,,,Sacramento,California,,,,,,apollo,"painting company, painting service - California",https://app.apollo.io/#/organizations/60b1e99bd26791000182aa36?overrideScoreId=score,,,,http://www.linkedin.com/company/mpg-painting,,,,,
Textbook Painting,http://www.textbookpainting.com,,,Lakewood,Ohio,,,,,,apollo,"painting company, painting service - Ohio",https://app.apollo.io/#/organizations/54a12b1c69702dcef9dd7702?overrideScoreId=score,,,exterior painting+59,http://www.linkedin.com/company/textbook-painting,https://facebook.com/TextbookPainting,https://twitter.com/TextbookPaint,,,
The Dependable Painting Company,http://www.dependableptg.com,,,Cleveland,Ohio,,,,,,apollo,"painting company, painting service - Ohio",https://app.apollo.io/#/organizations/54a1353f69702d333d15b900?overrideScoreId=score,23.1M,,restoration services+47,http://www.linkedin.com/company/the-dependable-painting-co.,http://www.facebook.com/envato,http://twitter.com/envato,,,
Five Seasons Painting Company,http://www.whiskeycreekfamilyrvpark.com,,,Elroy,Wisconsin,,,,,,apollo,"painting company, painting service - Wisconsin",https://app.apollo.io/#/organizations/6048b05035eb5b0001db120a?overrideScoreId=score,,,outdoor recreation+28,http://www.linkedin.com/company/five-seasons-painting-company,https://www.facebook.com/whiskeycreekfamilyrvpark,,,,
Pritts Painting Company,http://www.prittspainting.com,,,Westerville,Ohio,,,,,,apollo,"painting company, painting service - Ohio",https://app.apollo.io/#/organizations/6654748d98df0301eb3ab68d?overrideScoreId=score,,,industrial painting+8,http://www.linkedin.com/company/pritts-painting-company,,,,,
"Prism Painting Company, Inc.",http://www.prismpainting.net,,,Prism Painting Company,Inc.,,,,,,apollo,"painting company, painting service - Inc.",https://app.apollo.io/#/organizations/5ed02a1a5a2a6100017e72f8?overrideScoreId=score,,,wallcovering removal+49,http://www.linkedin.com/company/prism-painting-company-inc,,,,,
Bates Painting Company,http://www.batespainting.com,,,Kansas City,Missouri,,,,,,apollo,"painting company, painting service - Missouri",https://app.apollo.io/#/organizations/64ab15e5b961d30001b37c26?overrideScoreId=score,,,commercial painting+34,http://www.linkedin.com/company/bates-painting-company,https://www.facebook.com/batespaintingcompany/,,,,
"DK Painting Company, Inc.",http://www.dkpainting.com,,,DK Painting Company,Inc.,,,,,,apollo,"painting company, painting service - Inc.",https://app.apollo.io/#/organizations/67d2d0ee06a6ef0021a5232a?overrideScoreId=score,,,b2bservices,http://www.linkedin.com/company/dk-painting-company-inc1,,,,,
Rossi Painting & Construction,http://www.rossipainting.com,,,San Carlos,California,,,,,,apollo,"painting company, painting service - California",https://app.apollo.io/#/organizations/604a9bd9a8096d0001c3d87a?overrideScoreId=score,,,painting+54,http://www.linkedin.com/company/rossipainting,,,,,
"Lakehead Painting Company, Inc.",http://www.lakeheadpainting.com,,,Lakehead Painting Company,Inc.,,,,,,apollo,"painting company, painting service - Inc.",https://app.apollo.io/#/organizations/54a1293e69702d979ca19501?overrideScoreId=score,,,mallsoil gas+33,http://www.linkedin.com/company/lakehead-painting-company,,,,,
Paint Kings,http://www.paintkings.com,,,Tucson,Arizona,,,,,,apollo,"painting company, painting service - Arizona",https://app.apollo.io/#/organizations/54a1b6c07468694f8f0c810a?overrideScoreId=score,18.9M,,painting contractor+45,http://www.linkedin.com/company/paint-kings,https://facebook.com/pages/The-Paint-Kings-Inc/233721226781289,https://twitter.com/paintkings,,,
"MacFarland Painting, Inc.",http://www.macfarlandpainting.com,,,MacFarland Painting,Inc.,,,,,,apollo,"painting company, painting service - Inc.",https://app.apollo.io/#/organizations/604a9c8632877500013a26d2?overrideScoreId=score,,,residential painting+85,http://www.linkedin.com/company/macfarland-painting,https://www.facebook.com/MacFarland.Painting,,,,
"Quincy Industrial Painting Company, Inc.",http://www.quincyindustrial.com,,,Quincy Industrial Painting Company,Inc.,,,,,,apollo,"painting company, painting service - Inc.",https://app.apollo.io/#/organizations/559218d573696423937e0c00?overrideScoreId=score,,,industrial painting+49,http://www.linkedin.com/company/quincyindustrial,,,,,
