Name,Website,Phone,Address,City,State,PostalCode,Rating,Reviews,Categories,Email,Source,Query,Apollo,Revenue,Employees,Keywords,LinkedIn,Facebook,Twitter,Hours,Description,SocialProfiles
Painter Bros,http://www.painterbros.com,,,American Fork,Utah,,,,,,apollo,"painting services, painting company - Utah",https://app.apollo.io/#/organizations/60f648f7c0fda10001b16b6f?overrideScoreId=score,,190,interior painting+59,http://www.linkedin.com/company/painter-bros-franchising,,,,,
Reynolds Construction Company,http://www.reynoldsconstructioncompany.com,,,Pine Bluff,Arkansas,,,,,,apollo,"painting services, painting company - Arkansas",https://app.apollo.io/#/organizations/5ed179d1d694a4000192322b?overrideScoreId=score,,180,commercial roofing+53,http://www.linkedin.com/company/reynolds-construction-company,https://www.facebook.com/ReynoldsConstructionAndCommercialRoofing/,https://twitter.com/reynoldsconstr2,,,
Painting Contractor USA,http://www.paintingcontractorusa.com,,,Fort Wayne,Indiana,,,,,,apollo,"painting services, painting company - Indiana",https://app.apollo.io/#/organizations/54a1bb977468695475b1090c?overrideScoreId=score,48.8M,160,agricultural painting+58,http://www.linkedin.com/company/painting-contractor-usa,https://facebook.com/PaintingContractorUSA,https://twitter.com/PContractorUSA,,,
Chaparral Company,http://www.chaparralco.com,,,Waco,Texas,,,,,,apollo,"painting services, painting company - Texas",https://app.apollo.io/#/organizations/5f9966c75503ee008c51b0cf?overrideScoreId=score,33.4M,150,piping insulation+49,http://www.linkedin.com/company/chaparral-company,,https://twitter.com/chaparral_is_ps,,,
Pete King Construction,http://www.petekingaz.com,,,Phoenix,Arizona,,,,,,apollo,"painting services, painting company - Arizona",https://app.apollo.io/#/organizations/5d09707080f93e32feb7662e?overrideScoreId=score,25.6M,150,drywall+101,http://www.linkedin.com/company/pete-king-construction,https://www.facebook.com/petekingconstruction/,,,,
Maguire,http://www.maguirewater.com,,,Sioux Falls,South Dakota,,,,,,apollo,"painting services, painting company - South Dakota",https://app.apollo.io/#/organizations/64585912762c7200012ed2df?overrideScoreId=score,,140,water tower experts+54,http://www.linkedin.com/company/maguire-inc,,,,,
HandyPro,http://www.handypro.com,,,Farmington,Michigan,,,,,,apollo,"painting services, painting company - Michigan",https://app.apollo.io/#/organizations/6065d9a26d288200e2af8a36?overrideScoreId=score,2M,140,fully licensed+76,http://www.linkedin.com/company/handypro,https://www.facebook.com/HandyProFans,https://twitter.com/HandyPro,,,
Armstrong Construction,http://www.jarmstrongconstruction.com,,,Covina,California,,,,,,apollo,"painting services, painting company - California",https://app.apollo.io/#/organizations/54a138a569702d2851ff0000?overrideScoreId=score,26.4M,140,,http://www.linkedin.com/company/armstrong-construction,,,,,
Axis Industries,http://www.axisindustries.com,,,La Porte,Texas,,,,,,apollo,"painting services, painting company - Texas",https://app.apollo.io/#/organizations/6217060000442b0001b15498?overrideScoreId=score,,130,scaffolding+63,http://www.linkedin.com/company/axis-industries,,,,,
PCM Services,http://www.pcmservices.com,,,Beltsville,Maryland,,,,,,apollo,"painting services, painting company - Maryland",https://app.apollo.io/#/organizations/54a12a8669702d9b8be42702?overrideScoreId=score,1.9M,130,asphaltconcrete+62,http://www.linkedin.com/company/pcm-services,https://facebook.com/ExceedingClientExpectations,https://twitter.com/PCMServices92,,,
MC Painting,http://www.mc-painting.com,,,Oceanside,California,,,,,,apollo,"painting services, painting company - California",https://app.apollo.io/#/organizations/54a11be469702d8aa1205d00?overrideScoreId=score,,130,painting+52,http://www.linkedin.com/company/mc-painting,,,,,
Stewart Richey Contracting Group,http://www.stewartrichey.com,,,Bowling Green,Kentucky,,,,,,apollo,"painting services, painting company - Kentucky",https://app.apollo.io/#/organizations/54a19b1e74686954753d2901?overrideScoreId=score,4.9M,120,concretepainting+64,http://www.linkedin.com/company/stewart-richey-construction-inc-,https://facebook.com/StewartRichey,https://twitter.com/StewartRichey,,,
Long Painting Company,http://www.longpainting.com,,,Kent,Washington,,,,,,apollo,"painting services, painting company - Washington",https://app.apollo.io/#/organizations/54a1206969702d8aa13d4102?overrideScoreId=score,4.4M,120,commercial painting+52,http://www.linkedin.com/company/long-painting-company,https://facebook.com/longpaintingcompany,https://twitter.com/LongPaintingCo,,,
A&K Painting Company,http://www.akpainting.com,,,Charlotte,North Carolina,,,,,,apollo,"painting services, painting company - North Carolina",https://app.apollo.io/#/organizations/54a11eb469702d77c29b9b01?overrideScoreId=score,4.1M,120,,http://www.linkedin.com/company/a&k-painting,https://facebook.com/pages/AK-Painting-Company/257140764912,https://twitter.com/AKPaint,,,
"Omni Glass & Paint, LLC",http://www.omnigp.com,,,Oshkosh,Wisconsin,,,,,,apollo,"painting services, painting company - Wisconsin",https://app.apollo.io/#/organizations/55f00f51f3e5bb0e5c003d20?overrideScoreId=score,1.3M,110,commercial glass+59,http://www.linkedin.com/company/omni-glass-&-paint-inc-,http://facebook.com/omnigp,https://twitter.com/omniglasspaint,,,
"YellowHammer, LLC",http://www.yellowhammerconstruction.com,,,Hoover,Alabama,,,,,,apollo,"painting services, painting company - Alabama",https://app.apollo.io/#/organizations/5fc965c502961e0001509f1e?overrideScoreId=score,,54,custom home building+65,http://www.linkedin.com/company/yellowhammer-llc,https://www.facebook.com/yellowhammerconstruction/,https://twitter.com/yellowhammerllc,,,
RAL Construction,http://www.ral-construction.com,,,Ardmore,Alabama,,,,,,apollo,"painting services, painting company - Alabama",https://app.apollo.io/#/organizations/5569cc0e7369642541189700?overrideScoreId=score,,26,home improvement+46,http://www.linkedin.com/company/ral-construction,,,,,
"Sundeleaf Painting, Inc.",http://www.sundeleafpainting.com,,,Sundeleaf Painting,Inc.,,,,,,apollo,"painting services, painting company - Inc.",https://app.apollo.io/#/organizations/54a1349069702d48e2621d00?overrideScoreId=score,10.5M,17,pressure washing+52,http://www.linkedin.com/company/sundeleaf-painting-inc-,https://facebook.com/pages/Sundeleaf-Painting/110848662270932,,,,
Jmy Construction Inc,http://www.jmyconstruction.com,,,Harvest,Alabama,,,,,,apollo,"painting services, painting company - Alabama",https://app.apollo.io/#/organizations/55920b73736964185f413700?overrideScoreId=score,,12,electrical work+34,http://www.linkedin.com/company/jmy-construction-inc,,,,,
"Teague Construction Systems, Inc. - TCSI",http://www.teaguecsi.com,,,Teague Construction Systems,Inc. - TCSI,,,,,,apollo,"painting services, painting company - Inc. - TCSI",https://app.apollo.io/#/organizations/6138582d54ec1e00a4ae117f?overrideScoreId=score,,11,modified roofing+63,http://www.linkedin.com/company/teaguecsi,,,,,
"Stanley Smith Drywall, Inc.",http://www.stanleysmithdrywall.com,,,Stanley Smith Drywall,Inc.,,,,,,apollo,"painting services, painting company - Inc.",https://app.apollo.io/#/organizations/5ed93744bc12b60001f28408?overrideScoreId=score,,11,regional construction+47,http://www.linkedin.com/company/stanley-smith-drywall-inc.,,,,,
Home Repair Service,http://www.hrsbham.com,,,Pelham,Alabama,,,,,,apollo,"painting services, painting company - Alabama",https://app.apollo.io/#/organizations/663332c1dc445707f5f4d9fb?overrideScoreId=score,,10,basement finishing+66,http://www.linkedin.com/company/hrsbham,https://www.facebook.com/hrsbham/,,,,
Martin Painting Services,,,,Dothan,Alabama,,,,,,apollo,"painting services, painting company - Alabama",https://app.apollo.io/#/organizations/55923f6a736964191240f300?overrideScoreId=score,,7,,http://www.linkedin.com/company/martin-painting-services,,,,,
Chavez Painting Services,http://www.chavezpaintingrva.com,,,Huntsville,Alabama,,,,,,apollo,"painting services, painting company - Alabama",https://app.apollo.io/#/organizations/5592065f736964191e632500?overrideScoreId=score,,5,,http://www.linkedin.com/company/chavez-painting-services,,,,,
Select Drywall Systems Inc.,http://www.selectdrywallsystem.com,,,Helena,Alabama,,,,,,apollo,"painting services, painting company - Alabama",https://app.apollo.io/#/organizations/641920798dbcf60001e24186?overrideScoreId=score,,4,acoustical contractor+98,http://www.linkedin.com/company/select-drywalll-systems-inc,,,,,
Fox Painting Services,http://www.foxpaintingservices.com,,,Birmingham,Alabama,,,,,,apollo,"painting services, painting company - Alabama",https://app.apollo.io/#/organizations/5a9cb7d9a6da98d9852829fe?overrideScoreId=score,,3,commercialexterior+2,http://www.linkedin.com/company/fox-painting-services,,,,,
Tidal Touch,http://www.tidaltouchpaint.com,,,Daphne,Alabama,,,,,,apollo,"painting services, painting company - Alabama",https://app.apollo.io/#/organizations/683ad516b0aa290001a445d1?overrideScoreId=score,,2,deck staining+61,http://www.linkedin.com/company/tidal-touch-painting,,,,,
RPS | Riley Painting Services,,,,Huntsville,Alabama,,,,,,apollo,"painting services, painting company - Alabama",https://app.apollo.io/#/organizations/67162881a616240001456238?overrideScoreId=score,,2,,http://www.linkedin.com/company/riley-painting-services,,,,,
"MNM Painting and Roofing, LLC",http://www.mnmpaintandroof.com,,,Tuscaloosa,Alabama,,,,,,apollo,"painting services, painting company - Alabama",https://app.apollo.io/#/organizations/6654438a669fc10001f8cead?overrideScoreId=score,,1,roofing materials+48,http://www.linkedin.com/company/mnm-painting-and-roofing-llc,https://www.facebook.com/people/MNM-Painting-Roofing-LLC,,,,
Alaska Painting Services,http://www.alaskapaintingonline.com,,,Anchorage,Alaska,,,,,,apollo,"painting services, painting company - Alaska",https://app.apollo.io/#/organizations/57c4f10fa6da986a87fbf581?overrideScoreId=score,,5,home servicespainters,http://www.linkedin.com/company/alaska-painting-services,https://www.facebook.com/miamipaintingcontractors,https://twitter.com/alaskapainting,,,
MKD's Property Solutions and Installations,http://www.mkdspropertysolutions.com,,,Anchorage,Alaska,,,,,,apollo,"painting services, painting company - Alaska",https://app.apollo.io/#/organizations/642074e8abdc0200015ddd85?overrideScoreId=score,,4,deck repair+35,http://www.linkedin.com/company/mkd-s-property-solutions-llc,,,,,
Patronas Home Repair LLC,http://www.patronashomerepair.com,,,Anchorage,Alaska,,,,,,apollo,"painting services, painting company - Alaska",https://app.apollo.io/#/organizations/6100ed658b43e2000183b555?overrideScoreId=score,,2,home maintenance+50,http://www.linkedin.com/company/patronas-home-repair,,,,,
"Skyline Steel, Inc.",http://www.skylinesteelincaz.com,,,Skyline Steel,Inc.,,,,,,apollo,"painting services, painting company - Inc.",https://app.apollo.io/#/organizations/5da3210d8f5405000143d000?overrideScoreId=score,,57,steel fabrication+76,http://www.linkedin.com/company/skylinesteelincaz,https://facebook.com/SkylineSteelIncAZ,,,,
Prime Painting,http://www.primepaintingphoenix.com,,,Tempe,Arizona,,,,,,apollo,"painting services, painting company - Arizona",https://app.apollo.io/#/organizations/60f2f03f6cb0ad000199aabc?overrideScoreId=score,,55,exterior painting+73,http://www.linkedin.com/company/myprimepainting,https://www.facebook.com/myprimepainting,https://twitter.com/myprimepainting,,,
Penington Painting Company,http://www.teamppc.com,,,Chandler,Arizona,,,,,,apollo,"painting services, painting company - Arizona",https://app.apollo.io/#/organizations/66e5e8f4d82df900011d66ba?overrideScoreId=score,13.1M,45,,http://www.linkedin.com/company/penington-painting-company,https://facebook.com/peningtonpainting,,,,
Paint Kings,http://www.paintkings.com,,,Tucson,Arizona,,,,,,apollo,"painting services, painting company - Arizona",https://app.apollo.io/#/organizations/54a1b6c07468694f8f0c810a?overrideScoreId=score,18.9M,38,painting contractor+45,http://www.linkedin.com/company/paint-kings,https://facebook.com/pages/The-Paint-Kings-Inc/233721226781289,https://twitter.com/paintkings,,,
Roadrunner Drywall & Paint Corp,http://www.roadrunnerdrywall.com,,,Scottsdale,Arizona,,,,,,apollo,"painting services, painting company - Arizona",https://app.apollo.io/#/organizations/54a1ba1d74686942d3149c0b?overrideScoreId=score,,35,customer service+88,http://www.linkedin.com/company/roadrunner-drywall-corp,,,,,
Nkw Inc,http://www.nkwinc.com,,,Mesa,Arizona,,,,,,apollo,"painting services, painting company - Arizona",https://app.apollo.io/#/organizations/55f936a5f3e5bb6b20003df5?overrideScoreId=score,,34,,http://www.linkedin.com/company/nkw-inc,,,,,
"Extreme Drywall Concepts, LLC",http://www.extremedrywallconcepts.com,,,Phoenix,Arizona,,,,,,apollo,"painting services, painting company - Arizona",https://app.apollo.io/#/organizations/5da53c2e91250a0001da6a0d?overrideScoreId=score,,32,metal stud framing+57,http://www.linkedin.com/company/extremedrywallconcepts,https://www.facebook.com/extremedrywallconcepts,,,,
"Design Drywall West, Inc.",http://www.designdrywallwest.com,,,Design Drywall West,Inc.,,,,,,apollo,"painting services, painting company - Inc.",https://app.apollo.io/#/organizations/5d095460f65125d6974a0101?overrideScoreId=score,17.5M,24,construction+40,http://www.linkedin.com/company/design-drywall-west-inc,https://www.facebook.com/designdrywallwest,,,,
"JOHANSEN INTERIORS, LLC",http://www.johanseninteriors.net,,,Chandler,Arizona,,,,,,apollo,"painting services, painting company - Arizona",https://app.apollo.io/#/organizations/5b14a9b5a6da98712ec048a6?overrideScoreId=score,,24,retail construction+91,http://www.linkedin.com/company/johansen-interiors-llc,https://www.facebook.com/Johanseninteriors/,,,,
"Indigo Contracting, LLC dba Indigo Paint & Contracting",http://www.indigocontracting.com,,,Phoenix,Arizona,,,,,,apollo,"painting services, painting company - Arizona",https://app.apollo.io/#/organizations/5569ee6d736964255da0b300?overrideScoreId=score,30.2M,23,repaintingretail+64,http://www.linkedin.com/company/indigo-paint-&-contracting,https://facebook.com/IndigoContracting,,,,
LUXOR PAINTING INC.,http://www.luxorpaintinginc.com,,,Tempe,Arizona,,,,,,apollo,"painting services, painting company - Arizona",https://app.apollo.io/#/organizations/54fca42b7369647e12331d00?overrideScoreId=score,197K,19,house painting+69,http://www.linkedin.com/company/luxor-painting-inc-,https://www.facebook.com/LuxorPaintingInc,https://twitter.com/painting_luxor,,,
Coyles Painting,http://www.coylespainting.com,,,Mesa,Arizona,,,,,,apollo,"painting services, painting company - Arizona",https://app.apollo.io/#/organizations/5592306f736964191ec1bd00?overrideScoreId=score,,18,,http://www.linkedin.com/company/coyles-painting,,,,,
"CDS Framing, Inc.",http://www.cdsframing.com,,,CDS Framing,Inc.,,,,,,apollo,"painting services, painting company - Inc.",https://app.apollo.io/#/organizations/54a12a4b69702db6487cfb01?overrideScoreId=score,9.5M,18,drywall+54,http://www.linkedin.com/company/cds-framing-inc.,,,,,
Apodaca Wall Systems,http://www.apodacainc.com,,,Phoenix,Arizona,,,,,,apollo,"painting services, painting company - Arizona",https://app.apollo.io/#/organizations/650163c1cc44590001edeada?overrideScoreId=score,4.7M,17,stuccopaint+52,http://www.linkedin.com/company/apodaca-wall-systems,https://facebook.com/stampedpassportphotography,https://twitter.com/StampedPassport,,,
Evolution Construction Services,,,,Phoenix,Arizona,,,,,,apollo,"painting services, painting company - Arizona",https://app.apollo.io/#/organizations/624f0905b46ac300a59b9b6a?overrideScoreId=score,,17,property maintenance+23,http://www.linkedin.com/company/evolutionarizona,,,,,
"Nelson J. Greer Painting Contractors, Inc",http://www.nelsongreerpainting.com,,,Nelson J. Greer Painting Contractors,Inc,,,,,,apollo,"painting services, painting company - Inc",https://app.apollo.io/#/organizations/54a1aecf74686949e702a807?overrideScoreId=score,11.1M,17,commercial buildings+76,http://www.linkedin.com/company/nelson-j-greer-painting-contr,https://facebook.com/nelson-j-greer-painting-111711240607701,,,,
Wall Assemblies,http://www.wallassemblies.com,,,Phoenix,Arizona,,,,,,apollo,"painting services, painting company - Arizona",https://app.apollo.io/#/organizations/5e55a3768184b40001fd8fbc?overrideScoreId=score,,16,drywall+50,http://www.linkedin.com/company/wallassemblies,,,,,
AO Services LLC,http://www.aoservicesco.com,,,Tempe,Arizona,,,,,,apollo,"painting services, painting company - Arizona",https://app.apollo.io/#/organizations/5fcab031b6fa100001d6d101?overrideScoreId=score,,13,mold remediation+67,http://www.linkedin.com/company/aoservicesllc,,,,,
Fine Point Finishes,http://www.finepointfinishes.com,,,Phoenix,Arizona,,,,,,apollo,"painting services, painting company - Arizona",https://app.apollo.io/#/organizations/5e55a1002361de000119e0ff?overrideScoreId=score,,13,remodeling+67,http://www.linkedin.com/company/fine-point-finishes-az,https://facebook.com/finepointfinishes,,,,
"Skyline Builders & Restoration, Inc.",http://www.azsbr.com,,,Skyline Builders & Restoration,Inc.,,,,,,apollo,"painting services, painting company - Inc.",https://app.apollo.io/#/organizations/65c9f9125095f70001b97aa2?overrideScoreId=score,22.1M,12,client relationships+52,http://www.linkedin.com/company/skyline-builders-&-restoration-inc.,,,,,
AKP SERVICES,http://www.akpservices.com,,,Tempe,Arizona,,,,,,apollo,"painting services, painting company - Arizona",https://app.apollo.io/#/organizations/5e55d162f453b00001843a6c?overrideScoreId=score,,12,painting+65,http://www.linkedin.com/company/akpservices,https://www.facebook.com/AKPServicesUSA/,https://twitter.com/AkpServices,,,
Danny White Painting Inc.,http://www.dannywhitepainting.com,,,Phoenix,Arizona,,,,,,apollo,"painting services, painting company - Arizona",https://app.apollo.io/#/organizations/55f73256f3e5bb190e023f43?overrideScoreId=score,14.2M,12,quality workmanship+34,http://www.linkedin.com/company/danny-white-painting-inc-,,,,,
TWD - Design. Build. Remodel.,http://www.twdaz.com,,,Phoenix,Arizona,,,,,,apollo,"painting services, painting company - Arizona",https://app.apollo.io/#/organizations/54a1289069702d9b8b3a3101?overrideScoreId=score,4.7M,12,home improvement+66,http://www.linkedin.com/company/todd-whittaker-drywall-inc-,https://facebook.com/ToddWhittakerDrywall,https://twitter.com/TWDAZ,,,
MCCORMICK PAINTING COMPANY,http://www.mccormickequipmentrentals.com,,,Little Rock,Arkansas,,,,,,apollo,"painting services, painting company - Arkansas",https://app.apollo.io/#/organizations/672dd53ba379130001a6aeb9?overrideScoreId=score,4.0M,15,,http://www.linkedin.com/company/mccormick-painting-company,https://facebook.com/pages/Maven/219081551481695,https://twitter.com/mavensf,,,
Turpin Painting Company Inc,,,,Little Rock,Arkansas,,,,,,apollo,"painting services, painting company - Arkansas",https://app.apollo.io/#/organizations/55921aff73696418f64c6f00?overrideScoreId=score,,7,,http://www.linkedin.com/company/turpin-painting-company-inc,,,,,
Quality Painting Company,http://www.adamroepaint.com,,,Camden,Arkansas,,,,,,apollo,"painting services, painting company - Arkansas",https://app.apollo.io/#/organizations/674810bf3e0e4200017de341?overrideScoreId=score,,6,,http://www.linkedin.com/company/quality-painting-company,,,,,
Hartley Commercial,http://www.hartleycommercial.com,,,Lowell,Arkansas,,,,,,apollo,"painting services, painting company - Arkansas",https://app.apollo.io/#/organizations/650abbe2fb10f8000195867d?overrideScoreId=score,,3,wallcoverings+28,http://www.linkedin.com/company/hartley-commercial,,,,,
Commercial Painting Inc.,http://www.commercialpainting-inc.com,,,San Jose,California,,,,,,apollo,"painting services, painting company - California",https://app.apollo.io/#/organizations/631598ce2403c500a3c231bb?overrideScoreId=score,,78,exterior painting+43,http://www.linkedin.com/company/commercial-painting-inc,https://www.facebook.com/Commercial-Painting-113912531294661/,,,,
A&R Construction,http://www.arconstructionrc.com,,,Ridgecrest,California,,,,,,apollo,"painting services, painting company - California",https://app.apollo.io/#/organizations/62eb3ab258e64e00018f6fb6?overrideScoreId=score,,70,project management+58,http://www.linkedin.com/company/arconstructionrc,,,,,
VPI,http://www.vpi.net,,,Sacramento,California,,,,,,apollo,"painting services, painting company - California",https://app.apollo.io/#/organizations/5e297c6d9577ad00e05e9c9c?overrideScoreId=score,,70,project management+50,http://www.linkedin.com/company/vpipro,https://www.facebook.com/VPIpro/,,,,
New Life Painting,http://www.new-life-painting.com,,,San Marcos,California,,,,,,apollo,"painting services, painting company - California",https://app.apollo.io/#/organizations/54a13c9069702d231f533702?overrideScoreId=score,,66,stucco repair+47,http://www.linkedin.com/company/new-life-painting,https://www.facebook.com/NewLifePaint/,https://twitter.com/newlifepainting,,,
"Mark Beamish Waterproofing, Inc.",http://www.markbeamish.com,,,Mark Beamish Waterproofing,Inc.,,,,,,apollo,"painting services, painting company - Inc.",https://app.apollo.io/#/organizations/54a25e7574686935beeba21d?overrideScoreId=score,13.0M,62,,http://www.linkedin.com/company/mark-beamish-waterproofing,https://facebook.com/markbeamishwaterproofing,https://twitter.com/mbw_1981,,,
Painters Plus,http://www.paintersplus.us,,,Encinitas,California,,,,,,apollo,"painting services, painting company - California",https://app.apollo.io/#/organizations/673d8a51d2ed6201b024c4c5?overrideScoreId=score,,50,business painting+53,http://www.linkedin.com/company/painters-plus-wny,,,,,
SKY EDIFICE,http://www.skyedifice.com,,,Cerritos,California,,,,,,apollo,"painting services, painting company - California",https://app.apollo.io/#/organizations/61616eed8bfbd30001b43792?overrideScoreId=score,,50,construction company+18,http://www.linkedin.com/company/sky-edifice,,,,,
LA Contractors and Builders,http://www.lacontractorsbuilders.com,,,Los Angeles,California,,,,,,apollo,"painting services, painting company - California",https://app.apollo.io/#/organizations/604a7663a1a8d700018dc6a4?overrideScoreId=score,,50,plumbingstucco+73,http://www.linkedin.com/company/lacontractors-andbuilders,https://www.facebook.com/lacontractorsandbuilders/,https://twitter.com/la_builders,,,
Brooks Painting Inc.,http://www.brookspainting.com,,,Davis,California,,,,,,apollo,"painting services, painting company - California",https://app.apollo.io/#/organizations/54a12b1469702d95481e5a02?overrideScoreId=score,22.0M,49,painting+44,http://www.linkedin.com/company/brooks-painting-inc.,https://facebook.com/brookspainting,,,,
Reliable Painting,http://www.reliablepainting.com,,,San Diego,California,,,,,,apollo,"painting services, painting company - California",https://app.apollo.io/#/organizations/54a135b469702d4494c7c300?overrideScoreId=score,,48,induastrial coatings+81,http://www.linkedin.com/company/reliable-painting,https://www.facebook.com/RELIABLEPAINTINGSD/,,,,
"DC Painting, Inc.",http://www.dcpaint.com,,,DC Painting,Inc.,,,,,,apollo,"painting services, painting company - Inc.",https://app.apollo.io/#/organizations/54a209e67468693fda8d4507?overrideScoreId=score,,47,property management+29,http://www.linkedin.com/company/dc-painting-inc-,,,,,
Duggan and Associates,http://www.dugganla.com,,,Los Angeles,California,,,,,,apollo,"painting services, painting company - California",https://app.apollo.io/#/organizations/5d33f360f651253558fc210e?overrideScoreId=score,3.9M,43,commercial painting+99,http://www.linkedin.com/company/dugganla,https://facebook.com/DugganAndAssoc,https://twitter.com/DugganGLA,,,
Cor-Ray Painting Co.,http://www.corraypainting.com,,,Santa Fe Springs,California,,,,,,apollo,"painting services, painting company - California",https://app.apollo.io/#/organizations/5e5594e646ce93000115c84f?overrideScoreId=score,15.7M,42,corrosion control+51,http://www.linkedin.com/company/cor-ray-painting-co,,,,,
PS2 Inc,http://www.ps2-inc.com,,,Gardena,California,,,,,,apollo,"painting services, painting company - California",https://app.apollo.io/#/organizations/55eb491cf3e5bb781e0034a2?overrideScoreId=score,14.5M,38,,http://www.linkedin.com/company/ps2-inc,,,,,
Crown Painting Inc,http://www.crownpaintinginc.com,,,Modesto,California,,,,,,apollo,"painting services, painting company - California",https://app.apollo.io/#/organizations/5e56abdf6e001c00015bca1e?overrideScoreId=score,27.3M,35,power washing+73,http://www.linkedin.com/company/crown-painting,https://facebook.com/CrownPaintingInc,,,,
"George E. Masker, Inc.",http://www.maskerpainting.com,,,George E. Masker,Inc.,,,,,,apollo,"painting services, painting company - Inc.",https://app.apollo.io/#/organizations/54a1df3e7468695475ab5e15?overrideScoreId=score,23.3M,35,painting services+38,http://www.linkedin.com/company/george-e-masker-inc,,,,,
Lancaster Painting,http://www.lancasterpainting.com,,,Denair,California,,,,,,apollo,"painting services, painting company - California",https://app.apollo.io/#/organizations/54a1c84874686949e7fbae10?overrideScoreId=score,18.8M,34,inteiror+32,http://www.linkedin.com/company/lancaster-painting,https://facebook.com/LancasterPainting,https://twitter.com/lancasterpaint,,,
Pro-Tech Painting,http://www.pro-techpainting.com,,,San Diego,California,,,,,,apollo,"painting services, painting company - California",https://app.apollo.io/#/organizations/54a11c5369702d8ccce59700?overrideScoreId=score,15.7M,34,interior+63,http://www.linkedin.com/company/pro-tech-painting,https://www.facebook.com/protechpaintcompany/,https://twitter.com/protechpaintco,,,
MC Contracting,http://www.mc-contracting.com,,,Oceanside,California,,,,,,apollo,"painting services, painting company - California",https://app.apollo.io/#/organizations/5b84c54d324d44716a2001c4?overrideScoreId=score,,33,,http://www.linkedin.com/company/mc-contracting,,,,,
Acoustical Drywall Services,http://www.spray1.com,,,Pleasanton,California,,,,,,apollo,"painting services, painting company - California",https://app.apollo.io/#/organizations/54a1356b69702d4494de9800?overrideScoreId=score,6.9M,32,,http://www.linkedin.com/company/acoustical-drywall-services,https://facebook.com/acousticaldrywall,,,,
Legacy Painting Contractors,http://www.legacypaintingcontractorsca.com,,,Pleasanton,California,,,,,,apollo,"painting services, painting company - California",https://app.apollo.io/#/organizations/5500b2d97369642daa6a2a00?overrideScoreId=score,8.9M,31,painting contractors+5,http://www.linkedin.com/company/legacy-painting-contractors,https://facebook.com/LegacyPaintingContractors,https://twitter.com/legacypainting,,,
